Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"55592","2019-07-12 21:47:57","4","425","<machine-learning><svm><optimization><linear-algebra>","1","2"
"55597","2019-07-13 03:23:16","0","54","<data><logistic-regression>","2",""
"55598","2019-07-13 03:29:45","0","235","<machine-learning><python><pandas><data-science-model><dataframe>","1",""
"55605","2019-07-13 05:19:34","0","28","<reinforcement-learning><policy-gradients>","0",""
"55609","2019-07-13 08:32:56","0","22","<neural-network><deep-learning><activation-function><deep-network>","1",""
"55610","2019-07-13 08:46:55","0","84","<neural-network><deep-learning><gan><activation-function><softmax>","0",""
"55611","2019-07-13 09:14:18","2","51","<machine-learning><python><scikit-learn><recommender-system><k-nn>","1",""
"55613","2019-07-13 13:19:06","0","69","<neural-network><regression><gradient-descent><activation-function><parameter>","1",""
"55616","2019-07-13 14:58:06","1","40","<machine-learning><statistics>","1",""
"55618","2019-07-13 17:12:30","2","359","<nlp><pytorch><spacy><allennlp>","1",""
"55619","2019-07-13 17:40:07","0","46","<nlp><natural-language-process>","1",""
"55625","2019-07-13 22:18:30","0","36","<linear-regression><mse>","1",""
"55630","2019-07-14 06:36:58","0","27","<machine-learning><feature-selection><jupyter><grid-search><gridsearchcv>","0",""
"55633","2019-07-14 08:00:34","0","371","<machine-learning><classification><machine-learning-model><mlp><error-handling>","1","0"
"55635","2019-07-14 08:49:07","1","18","<python><time-series>","0","1"
"55637","2019-07-14 10:48:18","2","51","<predictive-modeling><linear-regression><lasso>","0","0"
"55638","2019-07-14 11:40:40","0","45","<python><pandas><linear-regression>","2","1"
"55639","2019-07-14 11:45:43","1","31","<machine-learning><dataset><machine-learning-model>","0",""
"55640","2019-07-14 12:48:14","1","163","<python>","0",""
"55641","2019-07-14 12:49:57","0","40","<machine-learning><deep-learning><tensorflow><image-classification><multitask-learning>","0",""
"55645","2019-07-14 14:05:51","1","82","<python><logistic-regression>","0","1"
"55646","2019-07-14 14:06:13","0","23","<machine-learning><multiclass-classification><loss-function><metric>","0",""
"55647","2019-07-14 14:37:51","6","570","<machine-learning><neural-network><deep-learning><machine-translation>","1","1"
"55422","2019-07-10 10:54:35","0","17","<python><pandas><visualization><matplotlib>","0",""
"55424","2019-07-10 10:57:12","1","59","<cnn><faster-rcnn>","1","1"
"55426","2019-07-10 11:24:58","1","56","<k-nn>","1",""
"55428","2019-07-10 12:05:53","1","28","<machine-learning><neural-network><statistics>","0",""
"55429","2019-07-10 12:11:51","0","92","<distance><manhattan>","4",""
"55434","2019-07-10 13:11:55","0","29","<word2vec><word-embeddings>","0",""
"55435","2019-07-10 13:35:42","2","667","<python><visualization><seaborn>","2",""
"55438","2019-07-10 14:17:21","0","75","<deep-learning><classification><cnn><gpu><cloud-computing>","0",""
"55440","2019-07-10 14:38:29","0","12","<machine-learning><data-mining><unsupervised-learning><supervised-learning>","0",""
"55441","2019-07-10 14:39:39","0","100","<python><scikit-learn><clustering><similarity><distance>","0",""
"55445","2019-07-10 15:12:31","2","41","<python><similar-documents>","1","2"
"55447","2019-07-10 15:36:48","0","13","<neural-network><recurrent-neural-net>","0",""
"55448","2019-07-10 15:54:23","3","67","<machine-learning><classification><feature-engineering><correlation><model-selection>","1","1"
"55449","2019-07-10 15:54:52","2","56","<scikit-learn><decision-trees>","1","1"
"55450","2019-07-10 16:48:45","0","22","<machine-learning><predictive-modeling><feature-selection>","1",""
"55451","2019-07-10 17:02:19","1","77","<python><scikit-learn><pca>","1",""
"55455","2019-07-10 17:56:06","0","45","<anomaly-detection><autoencoder><smote>","0",""
"55457","2019-07-10 18:10:17","1","113","<machine-learning><neural-network><lstm><feature-engineering><feature-scaling>","1","1"
"55458","2019-07-10 19:19:15","1","1436","<data-science-model><dataframe><pyspark><serialisation>","1","1"
"55463","2019-07-10 21:11:08","2","184","<neural-network><deep-learning><pytorch><softmax>","1",""
"55464","2019-07-10 21:37:42","1","60","<machine-learning><neural-network><deep-learning>","2",""
"55465","2019-07-10 21:39:40","0","5","<python><recommender-system><similarity>","0",""
"55471","2019-07-10 23:37:44","1","52","<scikit-learn><feature-selection><random-forest><xgboost>","0",""
"55472","2019-07-11 00:57:44","1","60","<machine-learning><deep-learning><time-series>","0",""
"55475","2019-07-08 15:42:43","2","195","<deep-learning><computer-vision><object-detection>","0",""
"55476","2019-07-11 04:15:55","1","47","<machine-learning><data-mining><recommender-system><learning-to-rank>","0",""
"55477","2019-07-11 05:01:53","0","27","<machine-learning><python><scikit-learn>","0",""
"55480","2019-07-11 05:47:38","3","240","<machine-learning><neural-network><deep-learning><cnn><yolo>","3","1"
"55483","2019-07-11 06:34:32","0","266","<pytorch>","1",""
"55485","2019-07-11 07:16:35","2","1237","<machine-learning><python><pandas><lstm>","2",""
"55486","2019-07-11 07:26:46","2","352","<machine-learning><neural-network><deep-learning><keras><cnn>","1",""
"55490","2019-07-11 08:05:28","0","413","<machine-learning-model><transfer-learning><audio-recognition><vgg16>","1",""
"55494","2019-07-11 10:11:21","0","63","<neural-network><tensorflow><regression>","1",""
"55498","2019-07-11 12:34:10","0","23","<time-series>","0",""
"55500","2019-07-11 13:19:26","0","10","<prediction><forecasting><missing-data>","0","0"
"55501","2019-07-11 13:20:04","0","12","<machine-learning><clustering><text-mining>","0",""
"55503","2019-07-11 13:36:20","2","328","<python><data-mining><visualization>","3",""
"55504","2019-07-11 13:43:04","0","8","<r><data-mining><data-analysis><descriptive-statistics>","0",""
"55505","2019-07-11 14:16:52","0","94","<deep-learning><keras><tensorflow>","0",""
"55507","2019-07-11 14:23:44","1","22","<feature-engineering>","1",""
"55508","2019-07-11 14:35:21","0","103","<classification><random-forest><accuracy><unbalanced-classes><sampling>","1",""
"55514","2019-07-11 15:37:14","1","158","<machine-learning>","1",""
"64683","2019-12-12 09:36:25","0","50","<rnn><autoencoder><learning>","2",""
"64684","2019-12-12 09:39:29","0","194","<nlp><bert><text-generation>","1",""
"64685","2019-12-12 10:21:52","1","26","<nlp>","1",""
"64687","2019-12-12 10:22:20","-1","63","<random-forest>","1",""
"64690","2019-12-12 10:31:59","0","278","<machine-learning><neural-network><cnn>","0",""
"64692","2019-12-12 11:15:25","2","13","<databases><privacy>","0",""
"64693","2019-12-12 11:46:57","0","13","<feature-engineering>","1",""
"64694","2019-12-12 11:47:54","-1","187","<python><scikit-learn><multiclass-classification><accuracy><metric>","1",""
"64697","2019-12-12 12:31:28","0","44","<neural-network><keras><evaluation>","0",""
"64699","2019-12-12 12:43:29","0","14","<python><pandas><numpy>","0",""
"64700","2019-12-12 12:44:31","0","39","<keras><tensorflow>","1",""
"64701","2019-12-12 12:49:57","0","156","<data-analysis><scoring>","1",""
"51159","2019-04-30 07:12:24","2","58","<python><scikit-learn>","1",""
"51167","2019-04-30 10:39:41","4","131","<machine-learning><classification><random-forest>","1","1"
"51170","2019-04-30 12:40:01","5","68","<nlp><data-mining><pandas><text-mining>","1","1"
"51173","2019-04-30 13:38:10","0","1370","<deep-learning><keras><tensorflow>","0",""
"51175","2019-04-30 13:54:11","6","129","<python><predictive-modeling><pandas><decision-trees><scipy>","3","1"
"51177","2019-04-30 14:25:34","1","22","<keras>","0",""
"51180","2019-04-30 15:09:12","-1","59","<machine-learning><python><random-forest>","1",""
"51181","2019-04-30 15:11:23","1","124","<python><neural-network><keras>","0",""
"51182","2019-04-30 15:16:04","0","358","<python><markov-hidden-model>","1",""
"51183","2019-04-30 15:26:02","1","35","<neural-network><deep-learning><rnn><recurrent-neural-net>","2",""
"64471","2019-12-09 10:13:11","1","162","<machine-learning><weka>","1",""
"64474","2019-12-09 11:17:39","0","399","<dataset><python-3.x>","0",""
"64475","2019-12-09 11:40:42","0","22","<keras><image-preprocessing><weight-initialization>","0",""
"64477","2019-12-09 12:18:36","0","44","<classification><keras>","1","1"
"64480","2019-12-09 13:53:46","0","12","<time-series><data-mining><data-science-model><arima>","0",""
"64481","2019-12-09 14:00:41","0","37","<clustering><k-means><unsupervised-learning><topic-model>","2",""
"64482","2019-12-09 14:06:41","2","203","<keras><tensorflow><time-series><lstm>","2",""
"64486","2019-12-09 14:59:53","2","1139","<google><colab>","2","0"
"64487","2019-12-09 15:06:25","0","30","<clustering><feature-engineering><features>","0",""
"64488","2019-12-09 15:22:03","0","15","<machine-learning><statistics>","0",""
"64489","2019-12-09 15:30:28","0","266","<regression><correlation><python-3.x><pearsons-correlation-coefficient>","1",""
"64490","2019-12-09 15:32:31","1","38","<python><dummy-variables>","1",""
"64498","2019-12-09 17:52:47","3","55","<multiclass-classification><class-imbalance>","1",""
"64499","2019-12-09 18:15:35","1","181","<machine-learning><svm><loss-function><hinge-loss>","0","1"
"64501","2019-12-09 19:40:09","2","48","<neural-network><reinforcement-learning>","1","2"
"64503","2019-12-09 20:45:31","3","41","<classification><multiclass-classification><sequence>","1",""
"64505","2019-12-09 22:01:37","0","26","<predictive-modeling>","0",""
"64506","2019-12-09 22:05:28","0","33","<machine-learning><deep-learning><classification><keras><csv>","1",""
"64507","2019-12-09 22:10:38","1","15","<machine-learning><classification><bayesian><derivation>","0",""
"64509","2019-12-09 22:37:50","1","30","<machine-learning><python><data-science-model>","1",""
"64510","2019-12-09 22:56:10","0","59","<r><xgboost>","0","1"
"64511","2019-12-09 22:58:07","1","52","<scikit-learn>","1",""
"64517","2019-12-10 01:24:14","1","12","<neural-network><classification><keras><predictive-modeling><ensemble-modeling>","0",""
"64520","2019-12-10 02:01:12","0","94","<deep-learning><classification><tensorflow><regression>","1",""
"64521","2019-12-10 02:33:10","0","3525","<python>","2",""
"64523","2019-12-10 02:59:43","0","7","<sequential-pattern-mining>","0",""
"64525","2019-12-10 03:13:26","0","59","<deep-learning><nlp><natural-language-process><generative-models><generalization>","1",""
"64526","2019-12-10 05:14:02","0","23","<machine-learning><deep-learning><computer-vision><pytorch><convolution>","0",""
"64527","2019-12-10 05:40:14","0","33","<clustering><lda>","0",""
"64528","2019-12-10 06:31:11","0","42","<machine-learning><time-series><training>","1",""
"64529","2019-12-10 06:40:17","0","12","<neural-network><nlp><bayesian><word><predict>","0",""
"64530","2019-12-10 07:15:44","0","21","<deep-learning><nlp><natural-language-process><bert><nl2sql>","0",""
"64532","2019-12-10 07:45:33","0","57","<machine-learning><neural-network><keras><tensorflow><metric>","0",""
"64533","2019-12-10 07:48:55","1","42","<overfitting>","1","1"
"64538","2019-12-10 09:30:33","0","105","<machine-learning><neural-network><cnn><image-classification>","3","1"
"64539","2019-12-10 09:34:09","0","13","<deep-learning><cnn><image-classification><image-recognition><image-preprocessing>","0",""
"64540","2019-12-10 09:47:19","0","10","<convnet><pytorch>","0",""
"60489","2019-09-20 09:45:43","0","111","<classification><keras><nlp><lstm><sentiment-analysis>","2",""
"60493","2019-09-20 11:39:24","0","42","<machine-learning><pandas>","0",""
"60498","2019-09-20 13:08:43","0","34","<time-series><prediction><forecasting><forecast><arima>","1",""
"60500","2019-09-20 14:09:35","2","34","<unbalanced-classes>","2",""
"60501","2019-09-20 14:11:14","0","14","<tensorflow><regularization><matrix-factorisation><matrix>","0",""
"60506","2019-09-20 16:14:32","1","88","<machine-learning><nlp><clustering>","1","2"
"51082","2019-04-28 20:31:23","2","59","<keras><linear-regression><xgboost><training><weighted-data>","1",""
"51083","2019-04-28 21:17:26","1","65","<classification><feature-selection><feature-extraction><pca>","1","2"
"51084","2019-04-28 21:54:56","0","1416","<dataset><cnn><svm><accuracy>","2",""
"51085","2019-04-28 22:28:17","1","46","<deep-learning><keras>","0",""
"51086","2019-04-28 23:24:10","2","881","<tensorflow><lstm><sequence-to-sequence><attention-mechanism><vae>","1",""
"51087","2019-04-29 02:35:48","1","43","<machine-learning><classification><probability><boosting><ensemble>","1","1"
"51088","2019-04-29 03:32:47","2","41","<machine-learning><data><feature-engineering><features>","1",""
"51092","2019-04-29 07:01:23","1","50","<classification><time-series>","1",""
"51095","2019-04-29 09:04:54","0","57","<classification><sampling><class-imbalance><binary><smote>","2",""
"51096","2019-04-29 09:10:16","2","153","<nlp><structured-data>","0",""
"51100","2019-04-29 09:47:55","3","1167","<deep-learning><classification><keras><scikit-learn><decision-trees>","1","1"
"51101","2019-04-29 10:03:31","2","168","<python><deep-learning><anomaly-detection>","1",""
"51102","2019-04-29 10:20:17","0","18","<machine-learning><classification>","1",""
"51106","2019-04-29 10:51:39","0","25","<python><classification><keras><multilabel-classification><natural-language-process>","1",""
"51109","2019-04-29 11:49:06","1","58","<machine-learning><data-mining><data>","1",""
"51112","2019-04-29 13:11:33","1","432","<machine-learning><python><clustering><pandas><k-means>","0",""
"51115","2019-04-29 13:23:52","0","61","<tensorflow><finite-precision>","0",""
"51118","2019-04-29 13:49:04","0","895","<python><scikit-learn><feature-selection>","1",""
"51121","2019-04-29 14:35:30","0","29","<python><keras>","0",""
"51122","2019-04-29 14:46:52","2","363","<python><neural-network><tensorflow><lstm><dropout>","0",""
"51123","2019-04-29 15:15:42","3","2217","<machine-learning><python><neural-network><deep-learning><keras>","2",""
"51125","2019-04-29 16:05:56","0","157","<time-series>","1","1"
"51127","2019-04-29 16:49:20","2","71","<deep-learning><convnet><recurrent-neural-net>","1",""
"51131","2019-04-29 17:24:10","1","279","<neural-network><keras><time-series><lstm><recurrent-neural-net>","0",""
"51132","2019-04-29 17:48:04","2","141","<prediction><dimensionality-reduction><feature-scaling><pipelines>","1","0"
"51136","2019-04-29 20:18:39","1","835","<deep-learning><regression><lstm><deep-network>","3",""
"51139","2019-04-29 20:46:15","0","28","<pca>","1",""
"51141","2019-04-29 21:43:59","4","120","<machine-learning><natural-language-process><language-model>","1","1"
"51144","2019-04-29 22:17:22","1","32","<machine-learning><deep-learning><time-series><optimization>","1",""
"51150","2019-04-30 02:02:40","0","129","<python><pytorch>","0",""
"51154","2019-04-30 04:18:11","0","88","<python><recommender-system><pyspark><metric>","0","0"
"51155","2019-04-30 05:46:53","6","2261","<machine-learning><python><scikit-learn><statistics>","3","1"
"51157","2019-04-30 06:03:42","0","594","<feature-scaling><batch-normalization>","1",""
"51375","2019-05-04 10:23:13","8","1883","<machine-learning><python><pandas><numpy><image-preprocessing>","4","3"
"51378","2019-05-04 12:04:20","1","57","<machine-learning><r><hyperparameter-tuning>","0",""
"51388","2019-05-04 15:24:53","5","42","<dataset><sql>","1",""
"51397","2019-05-04 19:09:29","3","241","<python><scikit-learn><mlp><randomized-algorithms>","1",""
"51399","2019-05-04 19:32:14","0","37","<machine-learning><python><neural-network><keras><tensorflow>","1",""
"51402","2019-05-04 21:40:19","2","25","<reinforcement-learning><q-learning>","1",""
"51404","2019-05-04 23:29:32","8","7065","<python><nlp><word2vec><gensim>","3","1"
"51406","2019-05-05 00:29:50","0","76","<machine-learning><classification><machine-learning-model><class-imbalance><imbalanced-learn>","2","1"
"51408","2019-05-05 04:55:11","0","16","<scikit-learn><clustering>","1",""
"51409","2019-05-05 05:42:44","0","64","<r><predictive-modeling><statistics><forecasting><data-analysis>","1",""
"51419","2019-05-05 08:23:38","2","43","<machine-learning><python><machine-learning-model>","0",""
"51421","2019-05-05 09:14:38","0","41","<machine-learning><python><random-forest>","0",""
"51422","2019-05-05 09:21:05","0","40","<machine-learning><svm>","1",""
"51425","2019-05-05 11:40:53","1","26","<machine-learning><neural-network><linear-regression>","1","0"
"51429","2019-05-05 12:24:56","1","1174","<python><deep-learning><keras><cnn><computer-vision>","1",""
"51430","2019-05-05 12:34:36","1","68","<deep-learning><reinforcement-learning><loss-function><q-learning>","0",""
"51431","2019-05-05 12:46:04","1","120","<machine-learning><neural-network><deep-learning><hardware>","1",""
"45084","2019-02-05 11:57:00","1","89","<loss-function>","1",""
"45086","2019-02-05 12:03:37","2","326","<keras><tensorflow>","1",""
"45089","2019-02-05 12:44:40","1","133","<pandas>","4",""
"45093","2019-02-05 14:00:29","1","28","<neural-network><deep-learning><keras><tensorflow>","0",""
"45098","2019-02-05 15:06:04","1","26","<neural-network><training>","0",""
"45102","2019-02-05 15:45:10","2","167","<python><pandas><numpy><jupyter>","1",""
"45103","2019-02-05 16:19:07","2","64","<neural-network><deep-learning>","2","0"
"45104","2019-02-05 16:19:40","0","285","<tensorflow>","1",""
"45107","2019-02-05 16:44:46","1","21","<predictive-modeling>","0","1"
"45114","2019-02-05 18:48:48","1","29","<predictive-modeling><unsupervised-learning><supervised-learning>","1",""
"45116","2019-02-05 19:36:40","1","380","<neural-network><tensorflow><object-detection>","0",""
